,Rk,PLAYER,POSITION,AGE,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G,pageview_sum,pageview_mean,PIE,PACE,SALARY,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS,TWITTER_FAVORITE_COUNT,TWITTER_RETWEET_COUNT
78,85,Tyler Johnson,PG,24,29.8,4.9,11.3,0.433,1.3,3.4,0.37200000000000005,3.6,7.9,0.46,0.49,2.7,3.5,0.768,0.7,3.3,4.0,3.2,1.2,0.6,1.2,2.4,13.7,5566,15.207650273224044,10.8,98.21,5628000.0,MIA,73,29.8,0.13,0.18,0.31,4.72,3.0,6.0
79,86,Ryan Anderson,PF,28,29.4,4.5,10.7,0.418,2.8,7.0,0.40299999999999997,1.7,3.7,0.446,0.55,1.8,2.1,0.86,1.6,3.0,4.6,0.9,0.4,0.2,0.8,2.0,13.6,6457,17.64207650273224,7.9,101.8,18735364.0,HOU,72,29.4,1.63,-0.12,1.51,6.46,,
80,87,Andre Drummond,C,23,29.7,6.0,11.2,0.53,0.0,0.1,0.28600000000000003,5.9,11.2,0.532,0.531,1.7,4.4,0.386,4.3,9.5,13.8,1.1,1.5,1.1,1.9,2.9,13.6,457443,1249.844262295082,13.6,96.5,,DET,81,29.7,-1.8,1.55,-0.25,4.33,0.0,25.0
81,88,Dwight Howard,C,31,29.7,5.2,8.3,0.633,0.0,0.0,0.0,5.2,8.3,0.635,0.633,3.1,5.7,0.5329999999999999,4.0,8.7,12.7,1.4,0.9,1.2,2.3,2.7,13.5,1323270,3615.4918032786886,15.1,99.8,23180275.0,ATL,74,29.7,-1.7,2.6,0.9,5.65,7.0,1.0
82,89,Wesley Matthews,SG,30,34.2,4.6,11.6,0.39299999999999996,2.4,6.6,0.363,2.2,5.0,0.43200000000000005,0.496,2.0,2.5,0.816,0.2,3.3,3.5,2.9,1.1,0.2,1.4,2.2,13.5,124941,341.3688524590164,8.1,94.04,17145838.0,DAL,73,34.2,0.09,0.11,0.2,5.06,,
83,91,Darren Collison,PG,29,30.3,5.0,10.5,0.47600000000000003,1.1,2.6,0.41700000000000004,3.9,7.9,0.495,0.527,2.2,2.5,0.86,0.3,1.9,2.2,4.6,1.0,0.1,1.7,1.8,13.2,133821,365.6311475409836,10.0,96.23,5229454.0,SAC,68,30.3,1.06,-1.47,-0.41,3.44,4.0,7.0
84,92,Julius Randle,PF,22,28.8,5.1,10.4,0.488,0.2,0.9,0.27,4.9,9.6,0.507,0.499,2.8,3.8,0.723,2.0,6.6,8.6,3.6,0.7,0.5,2.3,3.4,13.2,265862,726.3989071038251,11.3,100.9,3267120.0,LAL,74,28.8,-0.79,-1.03,-1.82,1.83,102.0,59.0
85,93,Nick Young,SG,31,25.9,4.5,10.6,0.43,2.8,7.0,0.40399999999999997,1.7,3.5,0.48100000000000004,0.564,1.3,1.5,0.856,0.4,1.9,2.3,1.0,0.6,0.2,0.6,2.3,13.2,15721,42.95355191256831,7.5,100.59,5443918.0,LAL,60,25.9,2.28,-1.63,0.65,3.82,45.5,14.0
86,94,Ersan Ilyasova,PF,29,26.1,4.7,10.9,0.431,1.7,4.9,0.353,3.0,6.0,0.496,0.511,2.0,2.5,0.778,1.4,4.5,5.9,1.7,0.7,0.3,1.4,2.6,13.1,9703,26.510928961748633,10.6,101.47,8400000.0,ATL/PHI/OKC,82,26.1,0.98,0.74,1.72,6.83,,
87,95,Sean Kilpatrick,SG,27,25.1,4.4,10.5,0.415,1.5,4.4,0.341,2.9,6.1,0.46799999999999997,0.486,2.9,3.5,0.843,0.3,3.7,4.0,2.2,0.6,0.1,1.9,1.7,13.1,114615,313.155737704918,9.9,103.54,1524305.0,BKN,70,25.1,-0.07,-2.36,-2.43,0.81,,
88,96,Robert Covington,SF,26,31.6,4.4,10.9,0.39899999999999997,2.0,6.1,0.33299999999999996,2.3,4.8,0.484,0.49200000000000005,2.1,2.6,0.8220000000000001,1.4,5.1,6.5,1.5,1.9,1.0,2.0,3.0,12.9,79363,216.83879781420765,9.1,101.81,,PHI,67,31.6,-0.77,4.32,3.55,9.23,38.0,15.0
89,97,Seth Curry,PG,26,29.0,4.8,10.0,0.48100000000000004,2.0,4.6,0.425,2.9,5.4,0.528,0.578,1.2,1.4,0.85,0.4,2.2,2.6,2.7,1.1,0.1,1.3,1.8,12.8,1802876,4925.890710382514,10.3,93.53,,DAL,70,29.0,0.52,0.01,0.53,4.51,30.5,35.0
90,99,Elfrid Payton,PG,22,29.4,5.2,11.1,0.47100000000000003,0.5,1.8,0.27399999999999997,4.8,9.3,0.509,0.493,1.8,2.6,0.6920000000000001,1.1,3.6,4.7,6.5,1.1,0.5,2.2,2.2,12.8,1951,5.345205479452055,11.7,100.23,2613600.0,ORL,82,29.4,1.12,-0.78,0.34,5.38,19.0,8.0
91,100,Dario Saric,PF,22,26.3,4.7,11.4,0.41100000000000003,1.3,4.2,0.311,3.4,7.2,0.469,0.46799999999999997,2.1,2.7,0.782,1.4,5.0,6.3,2.2,0.7,0.4,2.3,2.0,12.8,7204,19.683060109289617,10.3,101.53,2318280.0,PHI,81,26.3,-1.25,-0.62,-1.87,1.74,,
92,101,Aaron Gordon,SF,21,28.7,4.9,10.8,0.45399999999999996,1.0,3.3,0.28800000000000003,4.0,7.5,0.528,0.499,2.0,2.7,0.7190000000000001,1.5,3.6,5.1,1.9,0.8,0.5,1.1,2.2,12.7,627319,1713.9863387978141,8.8,99.7,4351320.0,ORL,80,28.7,1.25,-0.78,0.47,5.32,42.5,16.0
93,102,Rodney Hood,SG,24,27.0,4.6,11.3,0.408,1.9,5.2,0.371,2.7,6.1,0.44,0.494,1.5,1.9,0.7829999999999999,0.3,3.2,3.4,1.6,0.6,0.2,1.1,2.2,12.7,100654,275.0109289617486,8.6,93.25,1406520.0,UTAH,59,27.0,-0.26,-0.51,-0.77,2.23,,
94,103,DeAndre Jordan,C,28,31.7,5.1,7.1,0.7140000000000001,0.0,0.0,0.0,5.1,7.1,0.7170000000000001,0.7140000000000001,2.5,5.2,0.48200000000000004,3.7,10.1,13.8,1.2,0.6,1.7,1.4,2.6,12.7,703725,1922.7459016393443,15.0,98.43,,LAC,81,31.7,1.11,3.44,4.55,12.59,189.5,27.0
95,104,Clint Capela,C,22,23.9,5.6,8.7,0.643,0.0,0.0,,5.6,8.7,0.643,0.643,1.4,2.7,0.531,2.7,5.4,8.1,1.0,0.5,1.2,1.3,2.8,12.6,112159,306.44535519125685,13.0,101.19,,HOU,65,23.9,-1.47,1.12,-0.35,2.82,120.0,45.5
96,105,Pau Gasol,C,36,25.4,4.7,9.4,0.502,0.9,1.6,0.5379999999999999,3.9,7.8,0.494,0.5479999999999999,2.0,2.9,0.7070000000000001,1.7,6.2,7.8,2.3,0.4,1.1,1.3,1.7,12.4,1039035,2838.8934426229507,14.3,95.48,15500000.0,SA,64,25.4,0.86,1.49,2.35,5.48,882.5,148.5
97,106,Jamal Crawford,SG,36,26.3,4.4,10.6,0.413,1.4,3.9,0.36,3.0,6.7,0.44299999999999995,0.479,2.1,2.5,0.857,0.2,1.4,1.6,2.6,0.7,0.2,1.6,1.4,12.3,569984,1557.3333333333333,7.9,98.53,13253012.0,LAC,82,26.3,-0.06,-3.18,-3.24,-0.16,49.0,32.0
98,107,Austin Rivers,SG,24,27.8,4.4,9.9,0.442,1.5,4.0,0.371,2.9,5.8,0.491,0.518,1.8,2.6,0.691,0.3,1.9,2.2,2.8,0.6,0.1,1.6,2.5,12.0,303841,830.1666666666666,6.9,98.18,11000000.0,LAC,74,27.8,-0.17,-1.73,-1.9,1.62,75.5,23.0
99,108,Jonas Valanciunas,C,24,25.8,4.9,8.8,0.557,0.0,0.0,0.5,4.9,8.8,0.557,0.5579999999999999,2.2,2.7,0.8109999999999999,2.8,6.7,9.5,0.7,0.5,0.8,1.3,2.7,12.0,2942,8.12707182320442,13.6,96.61,14382023.0,TOR,80,25.8,-0.74,0.75,0.01,4.06,65.0,40.0
100,109,Jahlil Okafor,C,21,22.7,4.8,9.4,0.514,0.0,0.0,,4.8,9.4,0.514,0.514,2.1,3.2,0.6709999999999999,1.6,3.2,4.8,1.2,0.4,1.0,1.8,2.4,11.8,490282,1339.568306010929,9.7,98.93,4788840.0,PHI,50,22.7,-4.43,-1.26,-5.69,-1.85,,
101,110,Trevor Ariza,SF,31,34.7,4.1,10.0,0.409,2.4,6.9,0.344,1.7,3.0,0.556,0.528,1.2,1.6,0.738,0.7,5.1,5.7,2.2,1.8,0.3,0.9,1.7,11.7,206381,563.8825136612022,8.5,102.78,7806971.0,HOU,80,34.7,0.86,1.07,1.93,9.29,10.0,15.0
102,111,Frank Kaminsky,C,23,26.1,4.3,10.7,0.39899999999999997,1.5,4.7,0.32799999999999996,2.7,6.0,0.455,0.47100000000000003,1.6,2.1,0.7559999999999999,0.8,3.7,4.5,2.2,0.6,0.5,1.0,1.9,11.7,274311,749.483606557377,8.5,98.15,2730000.0,CHA,75,26.1,0.96,-0.51,0.45,4.4,112.5,29.0
103,112,Greg Monroe,C,26,22.5,4.8,9.0,0.5329999999999999,0.0,0.0,0.0,4.8,8.9,0.536,0.5329999999999999,2.2,3.0,0.741,2.1,4.5,6.6,2.3,1.1,0.5,1.7,2.1,11.7,115932,316.75409836065575,13.9,96.98,17145838.0,MIL,81,22.5,1.08,0.47,1.55,5.34,9.0,7.0
104,113,Steven Adams,C,23,29.9,4.7,8.2,0.5710000000000001,0.0,0.0,0.0,4.7,8.2,0.5720000000000001,0.5710000000000001,2.0,3.2,0.611,3.5,4.2,7.7,1.1,1.1,1.0,1.8,2.4,11.3,1445971,3950.74043715847,9.7,101.16,3140517.0,OKC,80,29.9,-0.3,1.68,1.38,7.01,36.0,99.0
105,114,Marvin Williams,PF,30,30.2,3.9,9.3,0.42200000000000004,1.6,4.7,0.35,2.3,4.6,0.494,0.51,1.7,2.0,0.873,1.2,5.4,6.6,1.4,0.8,0.7,0.8,1.8,11.2,141469,386.5273224043716,9.6,97.82,12250000.0,CHA,76,30.2,-0.02,-0.07,-0.09,4.36,,
106,115,Ricky Rubio,PG,26,32.9,3.5,8.7,0.402,0.8,2.6,0.306,2.7,6.1,0.44299999999999995,0.44799999999999995,3.4,3.8,0.8909999999999999,0.9,3.2,4.1,9.1,1.7,0.1,2.6,2.7,11.1,332978,909.775956284153,11.4,97.07,13550000.0,MIN,75,32.9,1.73,0.76,2.49,8.72,262.5,76.0
107,116,Jerryd Bayless,PG,28,23.7,3.7,10.7,0.344,0.7,1.7,0.4,3.0,9.0,0.33299999999999996,0.375,3.0,3.3,0.9,1.0,3.0,4.0,4.3,0.0,0.0,3.0,1.3,11.0,102134,279.05464480874315,9.7,97.84,9424084.0,PHI,3,23.7,-2.23,-0.47,-2.7,0.02,2.0,5.0
108,117,Kent Bazemore,SF,27,26.9,4.0,9.9,0.409,1.3,3.6,0.34600000000000003,2.8,6.2,0.446,0.473,1.6,2.3,0.708,0.6,2.5,3.2,2.4,1.2,0.7,1.7,2.3,11.0,220928,603.6284153005464,7.4,100.37,15730338.0,ATL,73,26.9,-0.69,-0.5,-1.19,2.41,,
109,118,Brandon Knight,SG,25,21.1,3.9,9.7,0.39799999999999996,0.8,2.6,0.324,3.0,7.1,0.425,0.441,2.4,2.9,0.857,0.5,1.7,2.2,2.4,0.5,0.1,1.6,1.6,11.0,3997,10.920765027322405,8.8,102.73,12606250.0,PHX,54,21.1,-2.24,-3.08,-5.32,-1.63,,
110,119,Emmanuel Mudiay,PG,20,25.6,3.8,10.0,0.377,1.0,3.2,0.315,2.8,6.8,0.408,0.428,2.4,3.0,0.784,0.5,2.7,3.2,3.9,0.7,0.2,2.2,1.7,11.0,238372,651.2896174863388,7.4,101.93,3241800.0,DEN,55,25.6,-1.52,-2.38,-3.9,-0.71,69.0,21.0
111,120,Terrence Ross,SF,25,25.1,4.2,9.6,0.43700000000000006,1.8,5.0,0.363,2.4,4.6,0.518,0.532,0.8,1.0,0.831,0.2,2.4,2.6,1.1,1.1,0.4,0.9,1.8,11.0,261010,713.1420765027323,7.8,99.82,10000000.0,ORL/TOR,78,25.1,1.36,-1.23,0.13,4.06,0.0,0.0
112,121,Deron Williams,PG,32,25.9,4.1,9.4,0.43799999999999994,1.3,3.7,0.363,2.8,5.7,0.486,0.509,1.4,1.7,0.826,0.2,2.1,2.3,5.6,0.5,0.1,2.2,2.2,11.0,368767,1007.5601092896175,10.0,94.28,,CLE/DAL,64,25.9,0.69,-0.91,-0.22,2.95,36.0,19.0
113,122,Thaddeus Young,PF,28,30.2,4.9,9.3,0.527,0.6,1.6,0.381,4.3,7.7,0.557,0.56,0.6,1.2,0.523,1.8,4.3,6.1,1.6,1.5,0.4,1.3,1.8,11.0,148319,405.2431693989071,9.7,98.97,14153652.0,IND,74,30.2,-1.09,1.94,0.85,5.66,0.0,1.5
114,123,J.J. Barea,PG,32,22.0,4.1,9.8,0.414,1.5,4.2,0.358,2.5,5.6,0.456,0.491,1.3,1.5,0.863,0.3,2.1,2.4,5.5,0.4,0.0,1.8,0.9,10.9,1880,5.136612021857924,13.4,95.14,4096950.0,DAL,35,22.0,0.15,-1.57,-1.42,0.8,0.0,17.5
115,124,Justise Winslow,SF,20,34.7,4.4,12.5,0.35600000000000004,0.4,1.9,0.2,4.1,10.6,0.384,0.371,1.6,2.6,0.617,1.3,3.9,5.2,3.7,1.4,0.3,1.8,2.9,10.9,281526,769.1967213114754,5.9,97.53,2593440.0,MIA,18,34.7,-4.08,0.16,-3.92,-0.31,88.5,33.5
116,125,Taj Gibson,PF,31,25.5,4.7,9.1,0.515,0.0,0.2,0.231,4.6,8.9,0.52,0.517,1.4,2.0,0.715,2.0,4.2,6.2,0.9,0.5,0.8,1.3,2.1,10.8,119433,326.3196721311475,9.7,98.39,8950000.0,CHI/OKC,78,25.5,-1.76,2.02,0.26,4.29,52.0,17.0
117,126,Marcin Gortat,C,32,31.2,4.8,8.2,0.579,0.0,0.0,0.0,4.8,8.2,0.58,0.579,1.3,1.9,0.648,2.9,7.5,10.4,1.5,0.5,0.7,1.5,2.6,10.8,136497,372.94262295081967,10.9,99.85,12000000.0,WSH,82,31.2,-1.25,1.18,-0.07,5.01,1.0,1.0
118,127,Terrence Jones,PF,25,23.5,4.3,9.1,0.47,0.4,1.4,0.253,3.9,7.7,0.508,0.489,1.9,3.1,0.606,1.2,4.5,5.7,1.1,0.7,1.0,0.9,1.2,10.8,103718,283.3825136612022,11.0,99.53,,NO/MIL,54,23.5,-1.38,-0.72,-2.1,0.84,42.0,18.5
119,128,Courtney Lee,SG,31,31.9,4.2,9.1,0.456,1.4,3.5,0.401,2.8,5.6,0.49,0.5329999999999999,1.1,1.3,0.867,0.7,2.7,3.4,2.3,1.1,0.3,0.9,1.8,10.8,246902,674.5956284153006,7.7,97.86,11242000.0,NY,77,31.9,0.58,-1.51,-0.93,3.4,2.0,1.0
120,129,Allen Crabbe,SG,24,28.5,3.8,8.2,0.46799999999999997,1.7,3.8,0.444,2.1,4.4,0.49,0.5720000000000001,1.3,1.6,0.847,0.2,2.6,2.9,1.2,0.7,0.3,0.8,2.2,10.7,139831,382.051912568306,7.4,99.95,18500000.0,POR,79,28.5,0.22,-2.87,-2.65,0.68,11.5,9.0
121,132,Buddy Hield,SG,23,23.0,4.0,9.4,0.426,1.8,4.6,0.391,2.2,4.7,0.461,0.523,0.8,0.9,0.8420000000000001,0.4,2.9,3.3,1.5,0.5,0.1,1.2,1.4,10.6,804536,2198.185792349727,8.4,98.9,3517200.0,NO/SAC,82,23.0,-0.92,-2.28,-3.2,-0.09,512.0,333.0
122,133,Nikola Mirotic,PF,25,24.0,3.7,8.9,0.413,1.8,5.4,0.342,1.8,3.5,0.52,0.516,1.4,1.8,0.773,0.9,4.6,5.5,1.1,0.8,0.8,1.1,1.8,10.6,2682,7.347945205479452,10.4,97.95,5782450.0,CHI,70,24.0,0.92,1.31,2.23,5.69,119.0,50.5
123,134,Marcus Smart,SG,22,30.4,3.4,9.5,0.359,1.2,4.2,0.28300000000000003,2.2,5.3,0.42,0.42200000000000004,2.6,3.2,0.812,1.0,2.9,3.9,4.6,1.6,0.4,2.0,2.4,10.6,194047,530.1830601092896,8.1,100.29,3578880.0,BOS,79,30.4,0.26,0.49,0.75,5.98,1.0,9.0
124,135,Marco Belinelli,SG,30,24.0,3.6,8.3,0.429,1.4,3.8,0.36,2.2,4.5,0.488,0.512,2.0,2.3,0.893,0.2,2.2,2.4,2.0,0.6,0.1,0.9,1.2,10.5,138896,379.4972677595628,8.8,97.98,6333333.0,CHA,74,24.0,0.67,-1.87,-1.2,2.15,0.0,15.0
125,136,Wayne Ellington,SG,29,24.2,3.7,9.0,0.41600000000000004,2.4,6.4,0.37799999999999995,1.3,2.6,0.509,0.55,0.6,0.7,0.86,0.3,1.8,2.1,1.1,0.6,0.1,0.5,1.1,10.5,96963,264.92622950819674,8.2,97.3,6000000.0,MIA,62,24.2,2.26,-1.6,0.66,3.58,18.0,12.0
126,137,Robin Lopez,C,28,28.0,4.7,9.6,0.493,0.0,0.0,0.0,4.7,9.5,0.494,0.493,0.9,1.3,0.721,3.0,3.4,6.4,1.0,0.2,1.4,1.1,1.9,10.4,354253,967.9043715846994,8.3,97.27,13219250.0,CHI,81,28.0,-2.07,0.63,-1.44,2.42,,
127,138,Mason Plumlee,C,26,26.5,4.1,7.7,0.536,0.0,0.1,0.0,4.1,7.6,0.541,0.536,2.1,3.7,0.58,2.1,5.4,7.5,3.5,0.9,1.1,1.7,2.8,10.4,329923,901.4289617486339,11.2,99.06,2328530.0,DEN/POR,81,26.5,0.71,0.22,0.93,5.6,,
128,139,Tyreke Evans,SF,27,19.7,3.8,9.3,0.405,1.1,3.0,0.35600000000000004,2.7,6.3,0.429,0.462,1.7,2.3,0.75,0.3,3.1,3.4,3.1,0.9,0.2,1.5,1.5,10.3,299239,817.5928961748634,11.8,98.53,10203755.0,NO/SAC,40,19.7,-1.52,0.02,-1.5,0.81,6.0,9.0
129,140,Cody Zeller,PF,24,27.8,4.1,7.1,0.5710000000000001,0.0,0.0,0.0,4.1,7.1,0.5720000000000001,0.5710000000000001,2.1,3.2,0.679,2.2,4.4,6.5,1.6,1.0,0.9,1.0,3.0,10.3,163988,448.05464480874315,9.6,97.57,5318313.0,CHA,62,27.8,-0.07,3.42,3.35,6.97,90.0,29.0
130,141,Malcolm Brogdon,SG,24,26.4,3.9,8.5,0.457,1.0,2.6,0.40399999999999997,2.8,5.9,0.48,0.518,1.5,1.7,0.865,0.6,2.2,2.8,4.2,1.1,0.2,1.5,1.9,10.2,121342,331.53551912568304,9.8,96.37,,MIL,75,26.4,1.86,-0.42,1.44,5.66,,
131,142,Draymond Green,PF,26,32.5,3.6,8.6,0.418,1.1,3.5,0.308,2.5,5.1,0.494,0.48100000000000004,2.0,2.8,0.7090000000000001,1.3,6.6,7.9,7.0,2.0,1.4,2.4,2.9,10.2,1866704,5100.284153005465,11.7,103.34,15330435.0,GS,76,32.5,1.55,5.59,7.14,16.84,627.0,168.5
132,143,Jon Leuer,PF,27,25.9,4.1,8.6,0.48,0.7,2.2,0.293,3.5,6.4,0.545,0.518,1.3,1.5,0.867,1.4,4.0,5.4,1.5,0.4,0.3,0.9,1.9,10.2,76715,209.60382513661202,10.0,97.11,10991957.0,DET,75,25.9,-1.43,0.58,-0.85,2.78,,
133,144,Jusuf Nurkic,C,22,21.4,4.2,8.2,0.507,0.0,0.0,0.0,4.2,8.2,0.508,0.507,1.8,3.2,0.5710000000000001,2.4,4.8,7.2,1.9,0.8,1.1,2.2,2.5,10.2,1423,3.9859943977591037,11.7,100.65,1921320.0,DEN/POR,65,21.4,-2.11,2.73,0.62,3.32,45.0,43.5
134,145,Josh Richardson,SG,23,30.5,3.8,9.7,0.39399999999999996,1.4,4.3,0.33,2.4,5.4,0.444,0.467,1.1,1.5,0.779,0.7,2.5,3.2,2.6,1.1,0.7,1.2,2.5,10.2,138306,377.88524590163934,6.9,97.52,1471382.0,MIA,53,30.5,-1.63,0.06,-1.57,1.57,42.0,10.0
135,146,Kyle Korver,SG,35,26.2,3.6,7.7,0.46399999999999997,2.4,5.4,0.451,1.1,2.3,0.494,0.621,0.6,0.6,0.905,0.1,2.7,2.8,1.6,0.5,0.3,1.0,1.6,10.1,394107,1076.795081967213,8.1,100.0,5239437.0,ATL/CLE,67,26.2,-0.15,-2.61,-2.76,0.41,107.5,30.5
136,147,Tony Parker,PG,34,25.2,4.2,9.0,0.466,0.4,1.1,0.33299999999999996,3.8,7.9,0.484,0.486,1.3,1.9,0.726,0.1,1.7,1.8,4.5,0.5,0.0,1.4,1.5,10.1,1061395,2899.9863387978144,9.3,93.94,14445313.0,SA,63,25.2,-0.69,-0.97,-1.66,1.42,,
137,148,Trevor Booker,PF,29,24.7,4.3,8.3,0.516,0.4,1.1,0.321,3.9,7.2,0.546,0.537,1.0,1.5,0.6729999999999999,2.0,6.0,8.0,1.9,1.1,0.4,1.8,2.1,10.0,80971,221.23224043715848,12.7,103.12,9250000.0,BKN,71,24.7,-2.29,2.0,-0.29,3.3,16.5,8.0
138,149,Gorgui Dieng,PF,27,32.4,4.0,8.1,0.502,0.2,0.5,0.37200000000000005,3.9,7.5,0.511,0.514,1.7,2.0,0.8140000000000001,2.3,5.6,7.9,1.9,1.1,1.2,1.3,3.1,10.0,108208,295.6502732240437,9.2,96.76,2348783.0,MIN,82,32.4,-0.8,3.52,2.72,9.73,,
139,150,Yogi Ferrell,PG,23,26.0,3.5,8.6,0.406,1.5,3.8,0.386,2.0,4.7,0.42200000000000004,0.49200000000000005,1.6,1.9,0.831,0.4,2.0,2.4,3.7,0.9,0.2,1.5,2.0,10.0,160576,438.73224043715845,8.4,95.91,,DAL/BKN,46,26.0,-0.99,-1.21,-2.2,0.39,37.5,9.0
140,151,Maurice Harkless,SF,23,28.9,4.1,8.1,0.503,0.9,2.5,0.35100000000000003,3.2,5.6,0.5720000000000001,0.5579999999999999,1.0,1.6,0.621,1.6,2.8,4.4,1.1,1.1,0.9,1.1,2.8,10.0,119585,326.73497267759564,6.9,99.45,8988765.0,POR,77,28.9,0.38,0.49,0.87,5.67,0.0,14.5
141,152,Ty Lawson,PG,29,25.1,3.4,7.6,0.45399999999999996,0.5,1.7,0.28800000000000003,2.9,5.9,0.502,0.48700000000000004,2.5,3.1,0.797,0.6,2.0,2.6,4.8,1.1,0.1,1.9,1.7,9.9,245342,670.3333333333334,10.6,98.33,,SAC,69,25.1,0.49,-1.21,-0.72,2.63,75.5,27.0
