,Rk,PLAYER,POSITION,AGE,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G,pageview_sum,pageview_mean,PIE,PACE,SALARY,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS,TWITTER_FAVORITE_COUNT,TWITTER_RETWEET_COUNT
294,322,Shaun Livingston,PG,31,17.7,2.3,4.2,0.547,0.0,0.0,0.33299999999999996,2.3,4.1,0.55,0.5489999999999999,0.6,0.8,0.7,0.4,1.6,2.0,1.8,0.5,0.3,0.8,1.6,5.1,1007061,2751.532786885246,7.3,98.4,5782450.0,GS,76,17.7,-2.55,-0.19,-2.74,0.33,,
295,323,Luis Scola,PF,36,12.8,2.0,4.2,0.47,0.5,1.4,0.34,1.5,2.8,0.535,0.526,0.7,1.0,0.6759999999999999,1.4,2.4,3.9,1.0,0.4,0.1,0.9,1.8,5.1,249480,681.639344262295,8.9,102.58,5500000.0,BKN,36,12.8,-0.8,-0.29,-1.09,0.62,16.0,60.0
296,324,Wayne Selden,SG,22,16.9,1.8,4.1,0.431,0.5,2.0,0.25,1.3,2.1,0.6,0.491,1.0,1.6,0.636,0.1,1.1,1.1,0.9,0.4,0.1,0.9,1.3,5.1,2659,7.53257790368272,4.4,94.78,1312611.0,NO/MEM,14,16.9,-2.44,-0.28,-2.72,0.06,,
297,325,Hollis Thompson,SG,25,18.8,1.9,5.0,0.385,0.8,2.4,0.337,1.1,2.6,0.429,0.465,0.5,0.7,0.655,0.5,2.3,2.8,0.9,0.5,0.2,0.3,1.7,5.1,33448,91.3879781420765,5.8,98.46,,NO/PHI,40,18.8,-0.82,-1.23,-2.05,0.38,,
298,326,Denzel Valentine,SG,23,17.1,1.8,5.1,0.354,1.3,3.6,0.35100000000000003,0.5,1.4,0.363,0.48100000000000004,0.2,0.3,0.778,0.2,2.5,2.6,1.1,0.5,0.1,0.9,1.5,5.1,303461,829.1284153005464,5.8,97.94,2092200.0,CHI,57,17.1,-2.21,0.13,-2.08,0.64,23.0,24.0
299,327,Anthony Bennett,PF,23,11.5,1.7,4.0,0.413,0.6,2.1,0.271,1.1,1.9,0.568,0.484,1.1,1.6,0.722,1.1,2.3,3.4,0.5,0.2,0.1,0.5,0.8,5.0,9388,25.650273224043715,9.4,104.03,1015696.0,BKN,23,11.5,-0.76,-1.29,-2.05,0.19,9.0,10.5
300,328,Aaron Brooks,PG,32,13.8,1.9,4.6,0.40299999999999997,0.7,2.0,0.375,1.1,2.6,0.424,0.483,0.5,0.6,0.8,0.3,0.8,1.1,1.9,0.4,0.1,1.0,1.4,5.0,4083,11.155737704918034,6.2,96.55,2700000.0,IND,65,13.8,-1.81,-1.47,-3.28,-0.09,1.0,3.0
301,329,Trey Burke,PG,24,12.3,2.0,4.5,0.455,0.5,1.2,0.44299999999999995,1.5,3.2,0.45899999999999996,0.516,0.4,0.5,0.759,0.1,0.7,0.8,1.8,0.2,0.1,0.8,0.9,5.0,192548,526.0874316939891,8.1,96.37,3386598.0,WSH,57,12.3,-2.15,-3.09,-5.24,-0.92,41.0,14.0
302,330,Joakim Noah,C,31,22.1,2.2,4.4,0.49,0.0,0.0,0.0,2.2,4.4,0.493,0.49,0.7,1.7,0.436,3.5,5.2,8.8,2.2,0.7,0.8,1.3,2.8,5.0,730687,1996.4125683060108,9.4,98.45,17000000.0,NY,46,22.1,-2.23,1.17,-1.06,1.32,0.0,87.0
303,331,Thomas Robinson,PF,25,11.7,2.2,4.1,0.536,0.0,0.0,0.0,2.2,4.1,0.5379999999999999,0.536,0.6,1.4,0.47,1.8,2.9,4.6,0.6,0.5,0.2,1.0,1.6,5.0,9693,26.483606557377048,11.4,99.31,,LAL,48,11.7,-1.68,-0.66,-2.34,0.28,15.0,6.0
304,332,Aron Baynes,C,30,15.5,1.9,3.7,0.513,0.0,0.0,,1.9,3.7,0.513,0.513,1.1,1.3,0.84,1.5,3.0,4.4,0.4,0.2,0.5,0.7,2.2,4.9,173607,474.3360655737705,8.5,97.23,6500000.0,DET,75,15.5,-2.45,2.93,0.48,2.63,,
305,335,Mario Hezonja,SF,21,14.8,1.8,5.1,0.355,0.7,2.2,0.299,1.1,2.9,0.39799999999999996,0.42,0.6,0.8,0.8,0.3,1.9,2.2,1.0,0.5,0.2,0.9,1.1,4.9,168320,459.89071038251365,5.9,97.48,3909840.0,ORL,65,14.8,-4.4,-2.2,-6.6,-2.09,272.0,207.0
306,336,Josh McRoberts,PF,29,17.3,2.0,5.4,0.373,0.6,1.4,0.419,1.4,4.0,0.35600000000000004,0.428,0.3,0.4,0.667,1.0,2.3,3.4,2.3,0.5,0.2,1.0,1.4,4.9,95887,261.9863387978142,7.1,93.81,5782450.0,MIA,22,17.3,-2.87,-0.01,-2.88,0.06,,
307,337,Tiago Splitter,C,32,9.5,1.8,3.9,0.452,0.3,0.8,0.33299999999999996,1.5,3.1,0.48,0.484,1.1,1.4,0.818,1.0,1.8,2.8,0.5,0.1,0.1,0.8,1.0,4.9,113143,309.1338797814208,10.6,99.11,8550000.0,PHI,8,9.5,-1.97,0.69,-1.28,0.09,8.0,9.0
308,338,Luke Babbitt,SF,27,15.7,1.7,4.1,0.402,1.3,3.1,0.414,0.4,1.0,0.366,0.557,0.2,0.2,0.733,0.2,1.9,2.1,0.5,0.3,0.2,0.4,1.7,4.8,79442,217.05464480874318,5.4,97.22,,MIA,68,15.7,-0.64,1.24,0.6,2.5,,
309,339,Jarell Eddie,SF,25,12.4,1.2,3.8,0.316,0.8,3.2,0.25,0.4,0.6,0.667,0.42100000000000004,1.6,1.8,0.889,0.2,1.2,1.4,0.0,0.2,0.0,0.2,0.2,4.8,24132,65.93442622950819,8.2,109.87,57672.0,PHX,5,12.4,-2.31,0.62,-1.69,0.06,,
310,340,Cristiano Felicio,C,24,15.8,1.9,3.3,0.579,0.0,0.0,,1.9,3.3,0.579,0.579,0.9,1.4,0.645,1.9,2.8,4.7,0.6,0.4,0.3,0.5,1.7,4.8,5348,14.692307692307692,10.0,97.27,,CHI,66,15.8,-1.55,0.39,-1.16,1.28,,
311,341,Kevin Seraphin,PF,27,11.4,2.2,4.0,0.551,0.0,0.0,0.0,2.2,4.0,0.556,0.551,0.3,0.4,0.636,0.8,2.1,2.9,0.5,0.1,0.4,0.6,1.3,4.7,6717,18.352459016393443,9.5,96.87,1800000.0,IND,49,11.4,-2.94,-1.07,-4.01,-0.31,4.5,8.0
312,342,Isaiah Canaan,SG,25,15.2,1.6,4.4,0.364,0.6,2.4,0.266,1.0,2.0,0.48100000000000004,0.436,0.8,0.8,0.909,0.2,1.1,1.3,0.9,0.6,0.0,0.5,0.9,4.6,97905,267.5,5.6,96.46,1015696.0,CHI,39,15.2,-3.0,-1.12,-4.12,-0.37,24.5,8.0
313,343,Boris Diaw,PF,34,17.6,2.0,4.5,0.446,0.3,1.1,0.247,1.7,3.4,0.512,0.47700000000000004,0.4,0.5,0.743,0.6,1.5,2.2,2.3,0.2,0.1,1.2,1.1,4.6,254387,695.0464480874317,7.1,93.08,7000000.0,UTAH,73,17.6,-2.58,-0.5,-3.08,0.03,136.5,13.0
314,344,Roy Hibbert,C,30,14.2,1.7,3.1,0.544,0.0,0.0,,1.7,3.1,0.544,0.544,1.3,1.6,0.813,1.1,2.0,3.2,0.4,0.2,1.0,0.7,2.1,4.6,278703,761.483606557377,7.1,98.94,5000000.0,DEN/CHA,48,14.2,-2.48,2.08,-0.4,1.21,,
315,345,Kris Humphries,PF,31,12.3,1.6,3.8,0.40700000000000003,0.3,1.0,0.35200000000000004,1.2,2.9,0.425,0.451,1.1,1.5,0.78,1.1,2.6,3.7,0.5,0.3,0.4,0.5,1.2,4.6,1235839,3376.6092896174864,10.5,98.12,4000000.0,ATL,56,12.3,-2.3,0.41,-1.89,0.54,67.0,9.0
316,346,David West,C,36,12.6,2.0,3.7,0.536,0.0,0.1,0.375,1.9,3.6,0.541,0.542,0.6,0.8,0.768,0.7,2.3,3.0,2.2,0.6,0.7,1.1,1.5,4.6,9207,25.15573770491803,12.3,96.84,,GS,68,12.6,-1.47,3.54,2.07,2.81,0.0,25.0
317,347,Davis Bertans,PF,24,12.1,1.5,3.5,0.44,1.0,2.6,0.39899999999999997,0.5,0.9,0.557,0.588,0.4,0.5,0.8240000000000001,0.3,1.1,1.5,0.7,0.3,0.4,0.5,1.1,4.5,6990,19.098360655737704,7.7,97.88,,SA,67,12.1,0.07,-0.01,0.06,1.64,,
318,348,Corey Brewer,SF,30,15.6,1.8,4.2,0.42200000000000004,0.3,1.4,0.22899999999999998,1.5,2.8,0.522,0.461,0.6,0.8,0.735,0.4,1.6,2.0,1.2,0.7,0.2,0.7,1.6,4.5,138112,377.3551912568306,5.7,101.21,7612172.0,HOU/LAL,82,15.6,-1.75,1.0,-0.75,1.99,51.5,15.5
319,349,Reggie Bullock,SF,25,15.1,1.7,4.1,0.42200000000000004,0.9,2.4,0.384,0.8,1.8,0.473,0.531,0.2,0.2,0.7140000000000001,0.4,1.6,2.1,0.9,0.6,0.1,0.3,0.7,4.5,60195,164.4672131147541,8.1,98.05,2255644.0,DET,31,15.1,-0.98,0.57,-0.41,0.79,20.0,13.0
320,350,C.J. Watson,PG,32,16.3,1.5,4.0,0.387,0.5,1.7,0.305,1.0,2.3,0.44799999999999995,0.452,0.9,1.1,0.8640000000000001,0.3,1.2,1.4,1.8,0.7,0.0,0.8,1.4,4.5,4781,13.062841530054644,6.3,98.51,,ORL,62,16.3,-2.41,-0.64,-3.05,0.05,1.0,3.0
321,353,Stanley Johnson,SF,20,17.8,1.7,4.7,0.353,0.6,2.0,0.292,1.1,2.7,0.39799999999999996,0.415,0.5,0.7,0.679,0.5,2.0,2.5,1.4,0.7,0.3,0.9,1.6,4.4,6921,18.90983606557377,4.8,96.99,2969880.0,DET,77,17.8,-2.34,-0.04,-2.38,0.63,0.0,19.0
322,354,Jordan McRae,SG,25,10.4,1.6,4.1,0.387,0.5,1.4,0.353,1.1,2.7,0.40399999999999997,0.447,0.7,0.9,0.794,0.2,0.9,1.1,0.5,0.2,0.2,0.4,0.8,4.4,237761,649.620218579235,5.9,97.04,,CLE,37,10.4,-2.19,-1.87,-4.06,-0.23,25.5,7.5
323,355,Donatas Motiejunas,PF,26,14.1,1.7,4.1,0.413,0.3,1.4,0.23399999999999999,1.4,2.7,0.505,0.45299999999999996,0.7,1.4,0.51,0.8,2.2,3.0,0.9,0.5,0.3,0.9,1.6,4.4,2992,8.174863387978142,5.3,101.18,,NO,34,14.1,-2.51,-0.74,-3.25,-0.04,9.0,3.0
324,356,Lucas Nogueira,C,24,19.1,1.8,2.7,0.66,0.1,0.2,0.25,1.8,2.5,0.6940000000000001,0.67,0.8,1.2,0.657,1.4,2.8,4.3,0.7,0.9,1.6,0.8,2.4,4.4,123092,336.3169398907104,8.5,97.57,1921320.0,TOR,57,19.1,-0.61,3.34,2.73,4.03,,
325,357,Jarrod Uthoff,PF,23,12.8,1.8,4.2,0.42100000000000004,0.3,1.0,0.33299999999999996,1.4,3.2,0.44799999999999995,0.461,0.6,0.8,0.7140000000000001,0.9,1.6,2.4,1.0,0.2,0.4,0.3,0.9,4.4,52561,145.5983379501385,8.1,94.3,,DAL,9,12.8,-2.29,-0.76,-3.05,0.01,0.0,0.0
326,358,Noah Vonleh,PF,21,17.1,1.8,3.6,0.48100000000000004,0.1,0.3,0.35,1.7,3.4,0.49200000000000005,0.494,0.8,1.3,0.638,1.8,3.5,5.2,0.4,0.4,0.4,0.9,2.1,4.4,93414,255.2295081967213,7.3,98.18,2751360.0,POR,74,17.1,-4.02,1.03,-2.99,0.11,23.5,12.0
327,359,Ed Davis,PF,27,17.2,1.6,3.1,0.528,0.0,0.0,,1.6,3.1,0.528,0.528,1.1,1.8,0.617,2.1,3.2,5.3,0.6,0.3,0.5,0.8,3.0,4.3,2089,5.7707182320441985,6.1,98.77,6666667.0,POR,46,17.2,-2.96,-0.06,-3.02,0.05,,
328,360,Tyler Ennis,PG,22,11.1,1.7,3.9,0.433,0.5,1.3,0.386,1.2,2.6,0.457,0.498,0.4,0.5,0.84,0.2,0.7,0.8,1.6,0.5,0.0,0.8,1.1,4.3,9262,25.306010928961747,7.0,100.23,1733880.0,HOU/LAL,53,11.1,-1.36,-0.51,-1.87,0.49,11.0,6.0
329,361,Dorian Finney-Smith,PF,23,20.3,1.5,4.1,0.37200000000000005,0.7,2.4,0.293,0.8,1.8,0.479,0.456,0.6,0.8,0.754,0.7,2.1,2.7,0.8,0.6,0.3,0.6,1.5,4.3,28961,165.49142857142857,4.9,93.28,,DAL,81,20.3,-1.92,-0.3,-2.22,0.9,,
330,363,Brandon Rush,SG,31,21.9,1.5,4.0,0.374,0.9,2.4,0.386,0.6,1.6,0.35600000000000004,0.49200000000000005,0.3,0.4,0.722,0.3,1.8,2.1,1.0,0.5,0.5,0.6,0.9,4.2,242794,663.3715846994536,4.3,96.76,3500000.0,MIN,47,21.9,-3.13,-0.73,-3.86,-0.48,14.0,1.5
331,364,Pascal Siakam,PF,22,15.6,1.9,3.7,0.502,0.0,0.1,0.14300000000000002,1.9,3.6,0.515,0.505,0.4,0.6,0.688,1.2,2.2,3.4,0.3,0.5,0.8,0.6,2.0,4.2,96075,327.901023890785,6.0,96.94,,TOR,55,15.6,-3.93,0.49,-3.44,-0.17,,
332,365,Ron Baker,SG,23,16.5,1.6,4.2,0.37799999999999995,0.4,1.7,0.267,1.1,2.5,0.45,0.431,0.5,0.8,0.6509999999999999,0.2,1.7,1.9,2.1,0.7,0.2,1.1,1.4,4.1,2191,6.171830985915493,5.7,96.85,,NY,52,16.5,-2.68,-0.56,-3.24,-0.06,,
333,366,Shabazz Napier,PG,25,9.7,1.4,3.5,0.39899999999999997,0.6,1.7,0.37,0.7,1.7,0.429,0.49200000000000005,0.7,0.9,0.7759999999999999,0.2,1.0,1.2,1.3,0.6,0.0,0.8,0.7,4.1,198323,541.8661202185792,9.4,95.63,,POR,53,9.7,-0.12,-1.39,-1.51,0.51,159.0,72.0
334,367,Jason Terry,SG,39,18.4,1.4,3.3,0.43200000000000005,1.0,2.3,0.42700000000000005,0.4,1.0,0.444,0.5820000000000001,0.3,0.4,0.828,0.2,1.2,1.4,1.3,0.6,0.3,0.5,1.3,4.1,305008,833.3551912568306,5.8,95.82,,MIL,74,18.4,-0.41,0.61,0.2,2.81,2.0,6.0
335,368,Kay Felder,PG,21,9.2,1.5,3.8,0.392,0.2,0.5,0.318,1.3,3.2,0.40399999999999997,0.415,0.8,1.2,0.7140000000000001,0.1,0.9,1.0,1.4,0.4,0.2,0.7,0.9,4.0,273513,846.7894736842105,7.9,97.79,,CLE,42,9.2,-3.39,-0.85,-4.24,-0.28,,
336,370,Thon Maker,C,19,9.9,1.5,3.2,0.45899999999999996,0.5,1.3,0.37799999999999995,1.0,1.9,0.514,0.536,0.6,0.9,0.653,0.7,1.3,2.0,0.4,0.2,0.5,0.3,1.5,4.0,653591,1785.7677595628415,7.2,94.0,2568600.0,MIL,57,9.9,-1.23,0.17,-1.06,0.7,0.0,39.5
337,371,Patrick McCaw,SG,21,15.1,1.5,3.5,0.433,0.6,1.7,0.33299999999999996,0.9,1.7,0.5329999999999999,0.516,0.4,0.5,0.784,0.3,1.1,1.4,1.1,0.5,0.2,0.5,0.9,4.0,155112,807.875,5.6,102.03,,GS,71,15.1,-3.09,-1.57,-4.66,-1.1,,
338,373,Anthony Brown,SF,24,14.5,1.6,4.5,0.36,0.6,2.5,0.259,1.0,2.1,0.478,0.43,0.0,0.0,,0.7,2.3,3.0,0.7,0.5,0.1,0.5,1.4,3.9,4596,12.557377049180328,5.8,94.67,57672.0,NO/ORL,11,14.5,-1.42,-0.34,-1.76,0.08,3.0,3.0
339,374,Jarell Martin,PF,22,13.3,1.4,3.6,0.384,0.2,0.6,0.36,1.2,3.0,0.389,0.414,1.0,1.2,0.8,1.0,2.9,3.9,0.2,0.4,0.2,0.7,2.2,3.9,33578,91.7431693989071,6.9,97.39,1471382.0,MEM,42,13.3,-4.23,1.17,-3.06,0.02,2.0,4.0
340,375,Malik Beasley,SG,20,7.5,1.5,3.3,0.452,0.4,1.3,0.321,1.1,2.0,0.5329999999999999,0.514,0.4,0.5,0.8,0.2,0.5,0.8,0.5,0.3,0.0,0.4,0.5,3.8,61280,242.21343873517787,8.6,103.72,1627320.0,DEN,22,7.5,-1.74,0.21,-1.53,0.18,0.0,14.0
341,376,Kris Dunn,PG,22,17.1,1.5,4.0,0.377,0.3,0.9,0.28800000000000003,1.2,3.1,0.40399999999999997,0.41100000000000003,0.5,0.8,0.61,0.3,1.8,2.1,2.4,1.0,0.5,1.1,2.3,3.8,412255,1126.379781420765,5.1,96.78,3872520.0,MIN,78,17.1,-2.64,-0.41,-3.05,0.06,165.0,47.0
342,377,Jonas Jerebko,PF,29,15.8,1.5,3.4,0.435,0.6,1.7,0.34600000000000003,0.9,1.7,0.523,0.521,0.3,0.5,0.703,0.8,2.7,3.5,0.9,0.3,0.2,0.5,1.6,3.8,130587,356.7950819672131,6.9,98.94,5000000.0,BOS,78,15.8,-0.89,-0.14,-1.03,1.63,7.0,17.0
343,378,Malachi Richardson,SG,21,9.0,1.3,3.1,0.41200000000000003,0.4,1.3,0.28600000000000003,0.9,1.8,0.5,0.47100000000000003,0.7,0.9,0.789,0.1,0.9,1.0,0.5,0.2,0.0,0.4,1.0,3.6,71657,288.93951612903226,5.7,96.63,1439800.0,SAC,22,9.0,-2.29,-0.14,-2.43,0.09,,
344,378,Malachi Richardson,SG,21,9.0,1.3,3.1,0.41200000000000003,0.4,1.3,0.28600000000000003,0.9,1.8,0.5,0.47100000000000003,0.7,0.9,0.789,0.1,0.9,1.0,0.5,0.2,0.0,0.4,1.0,3.6,71657,288.93951612903226,5.7,96.63,1504560.0,SAC,22,9.0,-2.29,-0.14,-2.43,0.09,,
345,379,Tyus Jones,PG,20,12.9,1.3,3.0,0.414,0.4,1.2,0.35600000000000004,0.8,1.8,0.45399999999999996,0.486,0.6,0.7,0.767,0.2,1.0,1.1,2.6,0.8,0.1,0.6,0.8,3.5,240930,658.2786885245902,9.6,97.51,1471382.0,MIN,60,12.9,0.11,-0.34,-0.23,1.4,0.0,14.0
346,381,Adreian Payne,PF,25,7.5,1.3,3.0,0.426,0.2,0.8,0.2,1.1,2.2,0.513,0.45399999999999996,0.8,1.1,0.737,0.5,1.3,1.8,0.4,0.4,0.4,0.4,1.8,3.5,75343,205.8551912568306,8.2,96.52,2022240.0,MIN,18,7.5,-1.69,1.36,-0.33,0.24,0.0,13.0
347,383,Rashad Vaughn,SG,20,11.2,1.4,3.8,0.365,0.6,2.0,0.321,0.8,1.8,0.413,0.449,0.0,0.1,0.4,0.1,1.1,1.2,0.6,0.5,0.2,0.3,0.8,3.5,52528,143.5191256830601,5.2,96.36,1811040.0,MIL,41,11.2,-3.44,-0.89,-4.33,-0.35,2.0,7.0
348,384,Tyler Zeller,C,27,10.3,1.5,3.1,0.494,0.0,0.0,0.0,1.5,3.1,0.49700000000000005,0.494,0.4,0.8,0.564,0.8,1.6,2.4,0.8,0.1,0.4,0.4,1.2,3.5,148930,406.91256830601094,8.5,99.46,8000000.0,BOS,51,10.3,-2.5,0.2,-2.3,0.28,15.0,14.0
349,385,Kyle Anderson,SG,23,14.2,1.3,2.9,0.445,0.2,0.6,0.375,1.1,2.3,0.462,0.48100000000000004,0.6,0.8,0.789,0.5,2.4,2.9,1.3,0.7,0.4,0.5,0.9,3.4,2099,5.78236914600551,9.8,96.6,,SA,72,14.2,-1.81,3.11,1.3,2.84,22.0,11.5
350,386,Dragan Bender,PF,19,13.3,1.3,3.7,0.354,0.7,2.3,0.27699999999999997,0.7,1.4,0.483,0.441,0.1,0.3,0.364,0.5,1.9,2.4,0.5,0.2,0.5,0.7,1.7,3.4,301427,823.5710382513661,3.3,100.06,4276320.0,PHX,43,13.3,-3.2,-0.68,-3.88,-0.28,,
351,387,Jose Calderon,PG,35,13.1,1.3,3.3,0.41,0.5,1.6,0.313,0.9,1.7,0.5,0.485,0.3,0.3,0.917,0.4,1.4,1.8,2.1,0.3,0.0,1.0,0.9,3.4,4040,11.098901098901099,7.7,98.89,,ATL/LAL,41,13.1,-2.4,-0.36,-2.76,0.12,,
352,388,Dejounte Murray,PG,20,8.5,1.3,3.1,0.431,0.2,0.6,0.391,1.1,2.4,0.441,0.47,0.6,0.8,0.7,0.2,0.9,1.1,1.3,0.2,0.2,1.0,0.8,3.4,121413,478.003937007874,7.5,96.05,1312611.0,SA,38,8.5,-1.97,-0.83,-2.8,0.07,,
353,389,Jared Sullinger,PF,24,10.7,1.4,4.3,0.319,0.3,1.6,0.16699999999999998,1.1,2.6,0.414,0.35100000000000003,0.4,0.7,0.5,0.9,1.5,2.5,0.3,0.4,0.1,0.4,1.5,3.4,198922,543.5027322404371,2.7,96.58,5628000.0,TOR,11,10.7,-2.7,0.9,-1.8,0.1,11.0,2.0
354,391,Darrun Hilliard,SG,23,9.8,1.2,3.2,0.373,0.3,1.2,0.261,0.9,2.1,0.43799999999999994,0.42100000000000004,0.5,0.7,0.75,0.1,0.8,0.8,0.8,0.3,0.1,0.7,1.0,3.3,47451,129.64754098360655,3.9,96.1,,DET,39,9.8,-3.2,-0.69,-3.89,-0.18,,
355,395,Henry Ellenson,PF,20,7.7,1.2,3.4,0.359,0.5,1.8,0.28600000000000003,0.7,1.5,0.44799999999999995,0.43799999999999994,0.2,0.4,0.5,0.4,1.7,2.2,0.4,0.1,0.1,0.7,0.3,3.2,89107,243.46174863387978,7.6,95.74,1704120.0,DET,19,7.7,-2.32,0.38,-1.94,0.1,6.5,5.0
356,396,Paul Pierce,SF,39,11.1,1.1,2.8,0.4,0.6,1.7,0.349,0.5,1.1,0.48100000000000004,0.507,0.4,0.5,0.769,0.0,1.9,1.9,0.4,0.2,0.2,0.6,1.6,3.2,834305,2279.5218579234975,4.4,97.71,3527920.0,LAC,25,11.1,-2.04,1.24,-0.8,0.4,346.5,142.0
357,397,Maurice Ndour,PF,24,10.3,1.2,2.7,0.45299999999999996,0.0,0.2,0.14300000000000002,1.2,2.5,0.48100000000000004,0.45899999999999996,0.6,0.8,0.731,0.7,1.3,2.0,0.3,0.5,0.3,0.4,0.9,3.1,64012,174.89617486338798,6.9,97.61,543471.0,NY,32,10.3,-1.94,-0.37,-2.31,0.07,,
358,398,Jakob Poeltl,C,21,11.6,1.2,2.1,0.583,0.0,0.0,,1.2,2.1,0.583,0.583,0.6,1.1,0.544,1.4,1.6,3.1,0.2,0.3,0.4,0.5,2.1,3.1,9391,25.72876712328767,5.7,95.71,2703960.0,TOR,54,11.6,-2.36,1.09,-1.27,0.72,,
359,399,Briante Weber,PG,24,10.3,1.3,3.0,0.41700000000000004,0.1,0.5,0.1,1.2,2.5,0.48,0.425,0.6,0.8,0.688,0.4,0.9,1.3,1.1,0.6,0.1,0.4,0.8,3.1,60735,165.94262295081967,7.2,91.12,1471382.0,GS/CHA,20,10.3,-2.02,-1.29,-3.31,-0.02,29.5,14.0
360,400,Jarrett Jack,PG,33,16.5,1.0,1.5,0.667,0.0,0.5,0.0,1.0,1.0,1.0,0.667,1.0,1.0,1.0,0.0,0.0,0.0,2.5,1.0,0.0,1.5,2.0,3.0,122645,335.09562841530055,5.1,97.67,57672.0,NO,2,16.5,-1.85,0.01,-1.84,0.03,11.5,7.0
361,402,Sasha Vujacic,SG,32,9.7,1.0,3.2,0.309,0.5,1.8,0.311,0.5,1.5,0.306,0.39299999999999996,0.4,0.6,0.708,0.3,1.1,1.4,1.2,0.3,0.0,0.4,0.9,3.0,3363,9.188524590163935,6.2,99.29,,NY,42,9.7,-2.35,0.26,-2.09,0.27,3.0,1.0
362,403,Lavoy Allen,PF,27,14.3,1.3,2.8,0.45799999999999996,0.0,0.0,0.0,1.3,2.7,0.461,0.45799999999999996,0.4,0.5,0.6970000000000001,1.7,1.9,3.6,0.9,0.3,0.4,0.5,1.3,2.9,35296,96.43715846994536,6.9,97.83,,IND,61,14.3,-2.56,-0.91,-3.47,-0.19,,
363,404,Alan Anderson,SF,34,10.3,1.0,2.7,0.375,0.5,1.5,0.318,0.5,1.2,0.444,0.46299999999999997,0.4,0.5,0.75,0.1,0.7,0.8,0.4,0.1,0.0,0.2,1.2,2.9,1969,5.40934065934066,2.3,95.84,,LAC,30,10.3,-2.62,-1.04,-3.66,-0.1,1.0,3.0
364,405,Andrew Bogut,C,32,21.6,1.4,3.0,0.469,0.0,0.0,0.0,1.4,3.0,0.475,0.469,0.1,0.4,0.273,2.1,6.0,8.1,1.8,0.5,0.9,1.6,3.2,2.9,877577,2397.751366120219,9.2,93.14,242224.0,CLE/DAL,27,21.6,-4.01,4.34,0.33,1.2,57.0,4.0
365,406,Semaj Christon,PG,24,15.2,1.2,3.5,0.345,0.2,1.0,0.19,1.0,2.5,0.406,0.37200000000000005,0.3,0.5,0.5479999999999999,0.3,1.1,1.4,2.0,0.4,0.1,0.7,1.2,2.9,42165,115.20491803278688,4.2,97.09,,OKC,64,15.2,-3.76,-1.69,-5.45,-1.4,0.0,3.0
366,407,Salah Mejri,C,30,12.4,1.2,1.9,0.642,0.0,0.0,0.33299999999999996,1.2,1.8,0.649,0.6459999999999999,0.5,0.8,0.59,1.3,2.9,4.2,0.2,0.4,0.8,0.5,2.1,2.9,132952,363.2568306010929,9.9,92.48,,DAL,73,12.4,-2.71,3.66,0.95,2.23,,
367,408,Fred VanVleet,PG,22,7.9,1.1,3.0,0.35100000000000003,0.3,0.8,0.379,0.8,2.2,0.341,0.401,0.5,0.6,0.818,0.1,1.0,1.1,0.9,0.4,0.1,0.4,1.0,2.9,99549,271.9918032786885,7.8,97.63,1312611.0,TOR,37,7.9,-2.44,0.83,-1.61,0.28,0.0,17.5
368,409,Jeff Withey,C,26,8.5,1.1,2.0,0.534,0.0,0.0,0.0,1.1,2.0,0.539,0.534,0.7,0.9,0.75,1.0,1.4,2.4,0.1,0.3,0.6,0.3,1.0,2.9,59465,162.47267759562843,9.6,95.93,,UTAH,51,8.5,-1.5,0.57,-0.93,0.58,16.0,5.0
369,410,Nicolas Brussino,SF,23,9.6,1.0,2.6,0.369,0.5,1.8,0.305,0.4,0.9,0.5,0.47200000000000003,0.3,0.4,0.773,0.5,1.3,1.8,0.9,0.3,0.1,0.5,0.8,2.8,3333,20.2,7.2,94.91,,DAL,54,9.6,-2.42,-1.82,-4.24,-0.36,,
370,413,James Michael McAdoo,PF,24,8.8,1.2,2.3,0.53,0.0,0.2,0.25,1.2,2.1,0.55,0.5379999999999999,0.4,0.8,0.5,0.7,1.1,1.8,0.3,0.3,0.6,0.4,0.9,2.8,286673,783.25956284153,7.7,99.46,,GS,52,8.8,-3.15,1.07,-2.08,0.31,,
371,414,Chinanu Onuaku,C,20,10.4,1.0,1.4,0.7140000000000001,0.0,0.0,,1.0,1.4,0.7140000000000001,0.7140000000000001,0.8,0.8,1.0,0.4,1.6,2.0,0.6,0.6,0.2,0.8,1.2,2.8,85768,446.7083333333333,7.2,101.79,,HOU,5,10.4,-2.25,0.15,-2.1,0.04,,
372,415,Kyle Singler,SF,28,12.0,1.1,2.6,0.41,0.2,1.2,0.18899999999999997,0.8,1.4,0.5870000000000001,0.452,0.4,0.5,0.765,0.3,1.3,1.5,0.3,0.2,0.2,0.3,0.9,2.8,196406,536.6284153005464,4.6,99.19,4837500.0,OKC,32,12.0,-3.25,0.9,-2.35,0.19,9.0,6.0
